chr1	11222	11241	-	24.4754
chr1	11280	11299	-	22.7377
chr1	24781	24800	-	17.377
chr1	26085	26104	-	12.8689
chr1	91420	91439	+	16.2951
chr1	104984	105003	-	16.7869
chr1	131328	131347	+	14.2623
chr1	132814	132833	-	15.377
chr1	135330	135349	+	12.918
chr1	135482	135501	+	13.5574
chr1	135817	135836	+	15.4918
chr1	137494	137513	+	18.082
chr1	138296	138315	+	12.918
chr1	138971	138990	+	20.2295
chr1	139230	139249	+	15.5738
chr1	141074	141093	+	12.8525
chr1	237750	237769	+	15.2459
chr1	251299	251318	-	16.7869
chr1	319635	319654	-	12.8525
chr1	324886	324905	-	15.5738
chr1	325145	325164	-	20.2295
chr1	325820	325839	-	12.918
chr1	326622	326641	-	18.082
chr1	327518	327537	-	15.4918
chr1	327853	327872	-	13.5574
chr1	328005	328024	-	12.918
chr1	330517	330536	+	15.377
chr1	332003	332022	-	14.2623
chr1	356993	357012	-	14.7705
chr1	369528	369547	-	19.5246
chr1	423193	423212	-	16.0
chr1	437478	437497	-	13.5902
chr1	437645	437664	-	20.1148
chr1	437713	437732	-	21.1639
chr1	437781	437800	-	21.1639
chr1	437849	437868	-	21.1639
chr1	437917	437936	-	21.1639
chr1	437985	438004	-	21.1639
chr1	438053	438072	-	21.1639
chr1	438121	438140	-	21.1639
chr1	440572	440591	-	14.4098
chr1	444058	444077	-	13.5082
chr1	461937	461956	-	16.2131
chr1	521533	521552	+	16.2131
chr1	538840	538859	+	13.5082
chr1	542312	542331	+	14.4098
chr1	544763	544782	+	21.1639
chr1	544831	544850	+	21.1639
chr1	544899	544918	+	21.1639
chr1	544967	544986	+	21.1639
chr1	545031	545050	+	21.1639
chr1	545099	545118	+	21.1639
chr1	545167	545186	+	21.1639
chr1	545235	545254	+	21.1639
chr1	545303	545322	+	17.4262
chr1	545371	545390	+	21.1639
chr1	545439	545458	+	21.1639
chr1	545503	545522	+	21.1639
chr1	545571	545590	+	21.1639
chr1	545639	545658	+	21.1639
chr1	545707	545726	+	21.1639
chr1	545775	545794	+	17.4262
chr1	545843	545862	+	21.1639
chr1	545911	545930	+	17.4262
chr1	545979	545998	+	21.1639
chr1	546047	546066	+	21.1639
chr1	546115	546134	+	21.1639
chr1	546282	546301	+	13.5902
chr1	561393	561412	+	16.0
